content,score
Saya sudah 2 kali ganti kartu tapi masih kena spam. Ini aplikasinya sudah mulai buruk👎,1
sangat bagus.pas buattt kumunikasi,5
Sangat bagus,5
Bagus,5
Ok,5
Bgus,5
Ok,5
Wa saya tiba-tiba terblokir tanpa pemberitahuan mohon tolong segera dan secepatnya di pulihkan ada hal penting didalamnya tolonggg pihak Whatsapp segeraa ditangani terimakasih saya tunggu,3
Wa sekrg kadang suka ngelag dan gak ada notif banget si bikin saya esmosi,1
Sippp,5
Sangat membantu,5
Bagus,5
"pak developer inii gmna, ko wa ku video 1× liatnya gabisa di puter",3
"tolong perbaiki sistemnya bisa centang 1 sendiri sering ngebugg dan banyak lgii , tolong pihak whatsapp perbaiki jangan tau update aja sekian terimakasihhh.",3
Sangat membantu,3
Wa tidak bisa digunakan akun saya tidak bisa digunakan Tah kanapa padahal udah ganti monor tetap gak bisa,1
Saya tidak mendapatkan versi Beta meta Al,5
Keren,5
Good,5
Ok,2
Saya sangat setuju,5
"aplikasinya jelek saya tidak bisa menginstalnya padahal jaringan saya bagus dan kencang, sudah berkali kali di instal tetap tidak bisa. mana keamanan biometrik tidak bisa di aktifkan",1
Wa resmi,5
Kesulitannya untuk mengaksesnya,4
Ok,5
Baguusss,5
wa sekarang lama lama jadi kaya wa GB yahhhhhh,4
"ANEH GA BISA DI INSTAL, PADAHAL MEMORY GUA MASIH AMAN, JADI KASI BINTANG 1, BIKIN KESEL",1
Cukup memuaskan,5
Story foto dan video jadi burik parah,1
mantap,5
Sangatlah bagus,5
GK ada filteran jirt,1
Sangat baik,5
burikk masa ada pesan masuk tapi ga ada di wa nyaa tolong di perbaiki lagi min bug nya makin burik aja,1
"ihhhhh kooo aku gk ada fitur filter ny? temen temen aku udh pada ada, pdhl aku udh update lohh aku kan juga pgen klo vc ada filternya",3
Sangat baguss,5
Baik,5
Baik,5
Makasih,5
Aplikasi burik 8bit 🇲🇽,1
"for all the features are already good, , because it's not just me who feels a little disturbed by it but many people also complain about the same thing. please return the text ""on another call""",5
Akun kita digunakan orang lain,4
Alat komunikasi,5
"gajelas, wa gw ga ada spam tiba"" kenon permanen",1
Gak tau kenapa tiba tiba profil saya hilang TOLONG difix dong,5
jelek banget wa for android skrg,3
"Kenapa saat saya, telpon dan keluar aplikasi selalu muncul tanda seru",2
Ok,5
gada efek kamera,1
bagus sekaliii,5
Sangat bagus,5
Kerenn,5
Kenapa wa nya tidak bisa di buka,2
Wajib di download ya teman.bagus aplikasi nya🥰,5
kenapa aku belum bisa tema chat,4
Mantap,5
jelas berguna yah min,5
Sangat memuaskan,5
Saya mohon jangan di spam lagi akun wa saya,5
baik,5
lumayan,5
Kenapa gampang x kena spam wa saya...,2
Sangat membantu komunikasi .,5
👍👍,1
Berkerja,5
Sangat penting,3
WhatsApp saya sering keluar sendiri dengan tertulis unduh WhatsApp resmi dan bahkan tidak bisa masuk,2
Suka bgtt,5
Buruk,5
"Ya gimana ga dapet bintang 1 soalnya pacar aku ngetag aku di story wa malah ngeblur, fitur buat hd in story wa nyaa di ilangin jadii Monmaap aja aku don't like ittt😠👎🏻👎🏻",1
Saya tidak bisa masuk ke apk whatsapp,1
Bagus 💯..bisa wshaapp,5
Kok tertunda ya,5
Sangant baguss,5
Ga bisa di buka,1
kenapa saya tidak bisa tema chat,1
Sangat membantu,5
Kenapa WhatsApp saat ini eror tolong kepada pihak WhatsApp gimana ini pusing kami sering kali di blokir karena spam,4
"Bintang 1 krna jeleg ngeblur klo aku ngetag my darling shaylaa di story, very no good😠👎🏻",1
Ok,5
Bagus banget,5
Sangat bagus,5
min akun wa saya kena spam padahal saya nggaa ngapa²in tolong di bantu🙏🏼🙏🏼,3
update nya selalu telat di whatsapp saya,3
ok good,5
Tolong update berapa kali story Di putar.,1
Baik,3
Susah Banget Download Aplikasi WhatsApp,4
gada suara,1
"Tolong Di perbaiki, Ini bug atau apa saya Kgk tau, pas Saya buka Wa Tiba² keluar sendiri. tolong ini Knp🙏🙏🙏",1
Bagus,5
gak suka meta IA,1
Ngebug trus,1
bisa kenal lebih banyak orang,3
Kurang srek sama WA banyak eror,1
Saya kecewa dengan WhatsApp karna Kun saya di belokir entah karna apa.saya sudah melakukan peninjauan dan aku saya membaik lalu beberapa menit kemudian akun saya di blokir lagi oleh WhatsApp teri menerus sudah sering melakukan tinjawan namun setelah dipulihkan saya log.in kembali ke aku saya beberapa menit kemudian terbeliokir lagi oleh whatsap hingga kecewa saya cape sudah sering melakukan tinjawan bosan tolong perbaiki jangan mempersulit pengguna,1
Sering terjadi nya terkena spam,3
Wa gw selalu aja keblokir sendiri karena spam trus nunggu 24 jam lgi klo 1 atau 2 kali aja Gpp ini tiap hari tolong ya naikin lagi kecewa bgt sih sumpah,1
Sekarang pengguna akun watsaap sedang di pantau oleh tim dukungan watsaap. Jika ada pelanggaran & kata kata tidak relevan di dalam nya maka tim dukungan watsaap akan memblokir akun kalian. Hati hati para pengguna watsaap di dalam komunikasi antar sesama.,2
"SERUUUUUU!!!!!,BISA BIKIN STATUS,DLL!!!",5
eror tiba tiba foto profil kontak saya gaada 1 padahal di temen saya ada,1
Suka crash sendirinya,1
WhatsApp saya tiba tiba kena spam mohon selesaikan masalah ini padahal sudah mengikuti aturan,5
Baru kali ini wa ga jelas. Udah 2 nmr wa tiba² ke blokir karna dengan alasan spam. Tolong penjelasanya!!!,1
Tiba² ga bs liat status temen² pada burem gambarnya,5
Kenapa d aplikasi wa saya tidak ada Meta AI nya ya...,4
Paling maantap pokok nya,5
Kembalikan WhatsApp yang Storynya Update Terbaru diatas,3
Bagus,4
WA sangat membantu komunikasi keluargaku...,4
Mntap,5
Siip,5
Sangat bagus dan membantu,5
Login dgn nomor baru GK bisa dapat kode verivikasi.setelah nomor yg lama slalu kena spam,1
Halo tim WhatsApp jadi saya telah menggunakan WhatsApp versi terbaru. Tetapi akun WhatsApp saya tidak muncul filtur efek panggilan vidio atau filtur baru WhatsApp yang vidio call menghunakan efek/filter semoga akun saya cepat muncul,1
keren,5
ok mantap,5
Bagus dan keren,4
kadang saya susah ngirim vidio dan buat status kiran saya harus di updet tapi gabisa,3
Ok,5
Bagus,5
whatsapp gue kena blok,5
Sudah oke untuk menyambung silaturahmi dengan keluarga dan kerabat yang jauh,5
Cerdas dan lancar,5
Bagus,5
Sangat bagus,5
Whatsapp saya ngak bisa daftar lagi mohon bantuannya,5
terlalu banyak memakan memori handphone,1
Good,5
Bagus untuk dakwah,5
Pengalaman ber kebun,5
Sangat baik,5
aplikasi inii baguss,5
Keren,5
Baik,5
"Saya sudah update namun tidak bisa login ke akunnya, saya sangat kecewa makanya saya kasih bintang satu, smoga bisa diperbaiki lebih baik lagi",1
TDK bisa di gunakan kok tidak resmi,5
Percuma juga saya capek ikutin p e tunjuk dan bantuan tapi gk bisa login saya dah berjam jam saya coba tapi gak bisa juga login walaupun di unduh,5
"Akusukasekali,waini",5
Nice,5
buka blokir spam,5
Gem tai,1
Baik,5
"Bagus ,memudahkan kita buat komunikasi ke semua orang",5
Bagus,5
Bagus,5
Karena saya bisa komunikasi dengan orang jauh,5
Persi terbaru,5
Sangat bagus sekali Rekomended,5
Ok,5
Sangat bisa membantu,5
Akun sering terkena spam,5
Good,5
"𝗕𝗮𝗴𝘂𝘀 𝗸𝗼𝗸𝗸 𝗯𝗮𝗴𝘂𝘀 𝗯𝗮𝗻𝗴𝗲𝘁, 𝘁𝗮𝗽𝗶 𝗮𝗸𝘂𝗻 𝗽𝗲𝗻𝗴𝗲𝗻 𝗱𝗲𝗵, 𝘄𝗵𝗮𝘁𝘀𝗮𝗽𝗽 𝘂𝗽𝗱𝗮𝘁𝗲, 𝗳𝗼𝗻𝘁 𝗻𝘆𝗮 𝗷𝗮𝗱𝗶 𝘁𝗲𝗯𝗮𝗹 𝘀𝗲𝗺𝘂𝗮.. 𝗠𝗮𝘂 𝘆𝗮𝗻𝗴 𝗪𝗔, 𝗮𝘁𝗮𝘂 𝘁𝗲𝗺𝗮𝗻 𝗻𝘆𝗮.. 𝗦𝗲𝗺𝗼𝗴𝗮 𝗱𝗶 𝗸𝗮𝗯𝘂𝗹𝗸𝗮𝗻 𝗮𝗺𝗶𝗻𝗻",4
Macet,5
Sangat 😊ktif,5
Bagus,5
wa sekarang taikkk banyak bug nyaaa mendooo,1
Kenapa si Wa punya aku no temen pada ke hapusan semua di SV ulang juga bakal kehapus apalah,2
"Bagus,, information",5
tolong kasih fitur mematikan like story !! bikin salah paham rumah tangga !,1
Help bug iniii ga bisa kirim vidio,4
Sangat berguna,5
Whatsap tidak bisa di instal kami minta bantuannya trimksih,1
ga ada warna buble nya :(,3
"Kenapa ketika hapus pesan,tulisannya bahasa inggris",5
Apk keren,5
"Kenapa siihhh haruss terus2an di update kaann gk bisaa hp gw ram 2, udah mh harus segala di hapus udh di hapus ttp aja gk bisa tuh di update cape dehh",1
Good jobb,5
bagus cuman,2
Alhamdulillah,4
Sayah tida bisa menghubungi di wrsp,5
"Maleees WA atau no,ku dispam terus gak ada baiknya dan selalu dispam",1
Apik,5
𝑰𝒚𝒂 𝒂𝒌𝒖 𝒔𝒖𝒌𝒂,5
Mantap,5
Cukup baik,4
"saya tunggu update-an temanya lagi, karna masih setengah² saya lihat. cuma di fitur chat bubble doang, ga full temanya berubah.",5
Kenapa sudah update belum bisa menyebut grup di status whatsaap,5
Sangat memuaskan,5
"Bagus sihh, cuma ngk ada yang chat gua 1 punn🗿",5
Bgus bget cuma punya ku gbisa tag group,4
Cara wa global,5
"jelek,wa nya bug parah mau telfon gabisa pdhal jaringan bagus pindah ke line aja cui",1
Bagus banget,5
Bagus,5
Lancar,1
Udah di update tapi g muncul fitur-fitur nya!,1
GAKBISA UPTADE IGHHHHH,1
makasih,5
Tak da tema chat huhh,1
Ok,5
Bagus,5
Ok,5
Banyak errornya sekarang,2
Bagus sekali,5
Mantap,5
mantap,5
Ekspres,5
Baguss aja sihhh suka bngett pitur nya,5
Ok,5
Bagus. Tapi tolol ya saya fitur tag grup nya belum ada,5
Mantap,5
Mantaf,5
ok,5
Sangat bagus aplikasinya bang,5
"WhatsApp adalah alat komunikasi yg sangat bagus dan saya sukai,, namun saat ini App ini hilang dan tdk bisa sy install kembali..tlg bantu saya ,,,please",1
Mantapp,5
"bagus banget, tapi adain lagu buat distory biar kaya instagram pasti bagus, ga udah repot repot nyari lagunya",5
kok di aku gabisa ke update si ke yang tema tema itu padahal sudah saya update loh ini kenapa sistem nya emng gni atau gblk si? mohon di tanggung jawab kn ya pihak nya,1
min gimana nih wa ku tuh gak bisa masuk katanya butuh aplikasi resmi padahal udh hapus dan instal ulang trus update juga tapi tetep gak bisa padahal wa ku yang itu penting semua isinya tolong yah minn,3
Nati kalau bagus tambah lagi bintang ya,2
Good,5
Lumayan enak,5
Oke,5
Ok,5
Bagus,5
"Kenapa waku bisa di hack orang kak padahal kalo masuk q itu pake pin dan sidik jari juga,biar bisa balik gimana nomer tlfonya aja q masih pake ini",3
Bagus banget,5
Amah,5
ko punya saya lama banget yang mau ada filter pas vc,5
WhatsApp saya belom mendapatkan fitur meta AI tolong hadir kan fitur meta AI di WhatsApp saya terimakasih,4
B aja,5
Sudah saya update tetapi ko tidak ada tema chat nya?bagaimana ya?,4
Banyak membantu 😍😍😍😍😍😍😍😍😍😍,5
Mantp,5
Lumayan lah untuk komunikasi selain aplikasi yang lain ... Truss skrg kok jd cmpuran english ya bhsanya .... Skrg mh jd wa llc bkn meta lagi..🤷,3
Setelah diupdate malah turun kualitasnya,5
Andika lupa akun,5
Ok,5
😍,5
kenapa min kembali trus kaya ada yng nge bug,3
"Kenapa sekarang chat saya tidak bisa di arsipkan maupun disematkan , plis perbaiki . Padahal sampe saya hapus akun hapus WhatsApp juga . Masih belum bisa",1
tema chat nya lucukk,5
Bagus,3
kurang puas,4
Asik sekali,5
jngn update mulu napaa,2
Bagus,5
"Minimal jangan di updet terus lah , mikirin yang GBnya sedikit , palingan sehabis di updet juga nggak ada perubahan tuhh , aaannehhh🗿",2
yaaaaaa benarrrrrr senumanyaaa benarrr yayayy,5
ok,5
Tidak ada efeknya,5
semoga nambah bagus Lagi,4
Bagus sekali,5
Sangat mudah cepat,5
Whatsapp saya belum bisa buka meta AI,5
🥰🥰,5
whatsapp messenger sering keblokkir,5
Kena sepam terus ngaco,5
Bagus,4
"Bagus, woila cik😹😹😹",5
Tidak mendapatkan fitur² baru dalam WhatsApp,2
TOLONG YA BUAT ADMIN WHATSAPP JANGAN NAMBAHIN FITUR YG ANEH APALAGI FITUR YG GAMPANG BGT BUAT SELINGKUH.,5
WhatsApp Sayah tidak bisa di gunakan,5
"Tlog dong mb nya wa di kurangi lgii,krna ini sngt berguna bgi saya yg memiliki hp ram sdkit 🙃 krna sy cpot psang wa sllu penuh ruang pnyimpnan,pas mkin ksni m ny mkin naik jdi sy agak susah untuk mendownlod wa lgii Dan sy yakin jg byk org yng memiliki keterbatasan seperti sy",5
Saya punya usul untuk pihak WhatsApp Bagaimana klo nelpon ada nada tunggunya seperti hp jaman dulu Jadi org gk boring nunggu panggilan 😁,5
Oke,5
bagus😎😎😎,5
Bagus dn tingkatkan pelayananny kak,5
ok,5
Masa WhatsApp saya gak ada tema chat nya padahal saya sudah berkali kali update loh tolong perbaiki,2
Mantapp bosssxQuu 🥰🥰😍😍😘👍🏻👍🏻👍🏻💅🏻🌹🌹🌹🌹,5
saya sangat senang ada nya fitur tema chat ❤️,5
WhatsApp tolong lah hapus fitur tag ganggu bgt 0% privasi,1
saya ngga ada buble chat sama temanyaa padahal udhh di update,5
Bole lahh,5
WhatsApp memang ok banget cocok untuk berkomunikasi dengan teman dan keluarga,5
Kenapa sering banget akun sy woy,1
"Karena WhatsApp aku bisa berkomunikasi dengan teman teman ku dan keluarga ku, aku senang, terimakasih WhatsApp",5
Kok kena spam terus,1
Ok baik,5
"update lagi min saran aja perbaiki bug² nya seperti kalo liat story orang ke skip mulu kadang black layar, trus untuk upload story' jadi 1 menit, dan untuk pesan satu kali dilihat bisa di ss lah kaya dulu.",3
Parah banget WA sekarang mudah di masuk bug muk,1
KOKK BLM BISA GANTI WARNA TEMAAAAA😥😥😥😫🥺😭😭,3
"setelah update, ketika saya ingin mengirim foto/vidio atau bahkan membuat status tidak terkirim, hanya loading gambar jam dan itu sudah dari kemarin, kira kira kenapa yaa?",4
ga bisa d download,2
min kalo bisa fitur sekali lihatnya diilangin aja 🙏🏻🙏🏻🙏🏻,2
"Sejauh ini menggunakan WhatsApp sangat nyaman dan fitur2 nya berfungsi dengan baik. Saya ada saran terkait fitur baru mungkin bisa ditambahkan atau diperbaiki yaitu saat video call dan ingin menampilkan share screen kan kameranya mati. Nah kalau bisa kamera nya tidak mati seperti meeting online menggunakan Zoom atau GMeet. Terima kasih atas perhatiannya, admin. Semoga sukses selalu",4
Kadang vc buram,1
Tidak bisa mencoba beberapa fitur,2
Update mulu,4
Di handphone orang fitur musik di wa sudah ada tapi di hp saya belom ada Gimana itu? Gadak solusikah?,2
Kenapa di hp saya kena spam terus ya,1
Baik,5
Selalu erorrr kagakk jelas. Makin di-update makinn erorr alahhhhh,1
Bagus,4
Ok,2
Mantap,5
Ok,5
Mantap,5
👍,1
Bgs sekali,5
"Jelek knp sllu panggilan tertolak sndri pdhal sdh cek smua bgus ,tpi sllu tertolak sndri",1
"Kenapa whatsapp tiba-tiba menghilangkan nada notifikasi chat masuk,sudah di atur tetap saja notif nya tidak berubah jadi saya tidak tau kalau ada pesan masukin,tolonglah whatsapp perbaiki aplikasinya lagi seperti dulu",1
Bagus,5
Bagus dan nikmat unk WhatsApp nya,5
Ok,5
Apk good,5
Bagus,5
terhenti terus ih,2
Bgus Bgus,5
Good apk,5
bagus,3
Kenapa ya klw says posting stori di wa sllu buram dan pecah pecah gambarnya,2
"Kok tiba-tiba gak bisa video call yah? Padahal jaringan bagus , tolong kalau mau maintenance itu ada pemberitahuan atau apa 🤦‍♂️",1
Oke bangat,4
updatenya bagus tpi tolong lah bug WA nya semakin banyak,5
WhatsApp saya terus berhenti aja,5
Bagus,5
Terbaik,5
Keren,5
Gak bisa login gmna ini.???,5
Jelek banget buat watsap ngak bisa di hp ku,3
sayang senang,5
Menginstal nya lama,1
Aplikasi bagus,5
Ok,5
"Sangat membantu sekali dalam kegiatan sehari-hari,dan menjadi media silaturahim dengan sanak saudara dan teman yang jaraknya berjauhan tapi tetap bisa menyapa dan memberi kabar.",5
kenapa WA saya tidak bisa tag grup min,3
Wa kok ngeleg gimana maksudnya,1
"eror terus gabisa buat ngunduh media foto, video voice note, file, bahkan stiker. tolong untuk di perbaiki.",1
Istimewa,5
"bagus, tapi di wa saya belum ada tema chat dan setiap update selalu terahir.",3
Ok,5
Bagus dan keren,5
Asalamualaikum mf tolong bantu cepatin dlm penginstalannya,3
bagus,5
Aplikasinya bagus,5
Bagus,5
Siippp,5
setelah update sering forced close sendiri.. ngebug.. sebelum nya gak pernah.. tolong diperbaiki donk..,1
Karena gk bisa kirim foto/video,2
Akun bisnis,5
Terlalu lama jika di update,5
Bagusss,5
Good,5
Mantap,5
Bgus,5
bgus,5
"ketinggalan update dengan apk WhatsApp orang yang lain, selain itu ketika udah update pasti pembaruannya juga ketinggalan dengan yang lain",4
Respek,5
Nggak usah ada perbarui wa,3
Notifikasi pemberitahuan Status Whatsapp malah acak acakan tidak beraturan waktu nya ..padahal sebelumnya sangat bagus waktu nya berurutan di notif,3
"Whatsapp nya aneh banget, masa udah di update malah di suruh instal lagi, nah di situ aku instal lagi kan eh malah pas udah 100 , malah di suruh ngulang lagi nah aku di situ ngulang nya 3 kali, ok jadi ada apa dengan whatsapp ini?? , mohon di perbaiki ya. Terimakasih",4
Terbaik,4
"Kecewa hp saya ga ada Meta AI, dan juga ga bisa sebut teman segrup, dan juga ga ada filter vc.",2
Puas,5
"Mantap, masalah bug sudah di atasi sekarang tinggal untuk basmi channel yang mengandung perjudian saya melihat beberapa nomor pribadi dan channel isinya judol/judi online tolong segera tangani ini atau ban sekalian jika perlu..mungkin banyak orang yang risih seperti saya..",4
WhatsApp saya ko kena spam.aku minta tolong gimana cara perbaiki Dan Spam itu apa,5
oke,5
Mantap,5
Ok,5
Bagusa,5
👍,5
Sistem informasi kurang baik,5
Wa saya kok kena spam...gimana solusinya,5
Kenapa klw buka tautan whatsapp di instagram gk bisa masuk,3
"kebanyakan update, bikin memori penuh!😔",1
"Sering eror dan mudah di hack, berujung nomer gak bisa di verifikasi",1
"Bagusnya dapat menghubungkan keluarga, sahatbat serta teman yang lagi berjauhan...",3
Ok,5
bagus,5
Very good,5
susah di buka Whatsapp nya,4
tau ah ngelag di akuu humm,4
Ok,5
"tidak bisa masuk tidak ada otp tapi malah harus nunggu 1 jam, tolong lahh di bantu minnn",1
Bagus,4
mantapp,5
Sangat baik,5
Bagus,5
tolong tambahkan fitur rekomendasi kontak untuk menambah teman tanpa perlu meminta nomor ke orangnya langsung,5
"Gk tau apa penyebab nya ,kok WA Kena spam",4
Gak bisa di buka WA na,5
sangat baik,5
Mantap,5
Sangat mudah untuk berkomunikasi,5
Klau lgi d update lma bngt,3
"Wa saya habis di du gunakan orang lain, dan menggunakAn untuk yg yidak2, mohon di pulihkan",5
UPDATE GUAAAA,5
Apa penyebab whasap saya tidak bis buka.harus instal ulang aplikasi,5
Sangat puas,5
Niceee,5
Baik Sekali,5
Aman,5
Sangat Bagus Aplikasi ini,5
Hanya alien yang tidak mendownload ini🌈,5
Suka banget,5
Kenapa spam wa ku apakah bisah di aktif kan cara nya gmn ya tolong bantu sya perbaikan?,5
Mantap sekali,5
Suka suka,5
Gak bisa di buka,2
Ga bisa wa,2
Memudahkan dalam berkomunikasi jarak jauh yg tanpa batas.,5
puas,5
Kenapa WhatsApp selalu kena spam,3
Super mantap untuk konsultasi di wa lewat Ai... Bisa tau obat untuk orang sakit... Luar biasa pokoknya fitur chat Ai,5
Bagus,5
Kenapa wa sy diblok min ?,1
Aku suka tapi aku tidak mendapat kan meta ai apa WA ku WA bisnis?,5
Memuaskan,5
Mantappp,5
Mnurut saya sii udah ok banget,5
Ok,5
Selalu gagal mengunduh story dan foto,1
makin kesini makin kesono gajelas bnyak bug klo liat story bikin risih asw,1
Good,5
Pekerja keras,5
like.,5
👍🏻,5
ngga ngapa ngapain jg wa d blokir,1
Washapp ku hilang,5
"Aplikasi ini kenapa jadi horor gini ya ka? Kemaren ada yang bilang sayang lah esoknya dia menghilang, aku jadi ngeri ka tolong gimna ini.... Sekian Terima gaji🙏",4
"apaan saya baru balas 3 orang langsung di SPAM, akun tdk bisa, saya sudah ganti2 akun dan nomer hp, tetapi tetap saja di SPAm, saya rebot/reset juga sering",1
Mantap kali wa,5
Bagus bingit,5
Sangat baik,5
Coba dulu ya,3
Sangat membantu sekali,5
ya aplikasinya ya lumayan sangat berguna ^_^,5
Ok,5
"bug di wa saya ga di bagus bagusin, makin lama makin ga jelas ini wa, sharelock gabisa, status wa juga ga berurut dari yg terbaru(acak)",1
Kena sepam selalu,1
Padahal habis update dan sudah bahasa indonesia tapi ketika mau menghapus pesan untuk semua jadi bahasa inggris,1
Kenapa ini Tidak bisa aktif,3
Wa ya sagat bagus,5
kok ga bisa di install ya Min. tolong dong min.....,1
𝚂𝚎𝚝𝚎𝚕𝚊𝚑 𝚍𝚒 𝚞𝚐𝚛𝚊𝚍𝚎 𝚊𝚙𝚔 𝚓𝚊𝚍𝚒 𝚐𝚔 𝚓𝚎𝚕𝚊𝚜 𝚖𝚊𝚜𝚊 𝚜𝚊𝚢𝚊 𝚖𝚊𝚞 𝚖𝚞𝚊𝚝 𝚜𝚝𝚊𝚝𝚞𝚜 𝚢𝚐 𝚋𝚒𝚜𝚊 𝚝𝚎𝚛𝚔𝚒𝚛𝚒𝚖,2
buruk,1
"Bintang lima hehehe,hpku kena riset sedih banget harus dowload apknya lagi☺",5
"Kadang notif pesan masuk tidak bunyi , baru di bukak tiba2 udah ada psan masuk",4
Oke,5
Mantap,5
Sangat bgus,5
bagus bgt,5
Keren,5
Bagus,5
Okbagus,5
Ok,2
Tidak dapat di buka,1
Mantap,5
Aplikasi ini sangat bagus tidak ada bug yang terjadi,5
Aplikasi ini sangat bagus,4
Bagus,5
Puas,5
Bagus',4
Ok,5
Tidak bisa aplikasi whatsapp,1
Tolong developer perbaiki bug nya saat telpon mati sendiri telpon nya sama pas buka chat belum selesai ngetik sudah keluar dari chat sendiri,1
Terima kasih WhatsApp,5
Update teroooss jngn kasih kendor . sampai save nomor dari app WhatsApp ngebug gak kesimpen beberapa nomor hilang kan kontoll,1
Wastsapp ini jelek,1
Iya,5
udah pasti banyak yg pake,5
Sangat senang ada splikasi ini,5
Saya tidak pernah menyalah gunakan watsap,5
tapi tema chat default (warna chat) nya ga muncul,4
saya udh perbarui ko dapat kode verifikasi WA y.....,4
kena spam,5
Mantap,5
"Boleh tanya, knp sekarang WhatsApp saya tidak bisa menyimpan foto profil dan status dari orang lain",3
WA elek,1
Semoga baik.terus dan gak ada spam spam lagi,5
Good,5
WhatsApp saya tidak bisa di gunakan lagi karena spam,1
"Saya kesulitan untuk mendapatkan nomor verifikasi kode wa, karna kartu simcard saya hilang, saya kebingungan mendapatkan kode otp tersebut",3
Sangat menarik,4
Knapa sering kena spam,5
knp gabisa install,1
"tolong diperbaiki,kenapa orang lain tidak bisa melihat status kita,padahal tidak saya privasi",5
Sangat sangat bagus,5
Ada apa dengan Whatsap..kenapa di spam terus,5
"di wa saya tidak ada tema chat default dan filter saat video call, mohon perbaikannya🙏🏻",1
Siip,5
kalau bisa story wa nya di hd in dikit bjir,3
"ini kenapa sih,sering AKUN INI TIDAK BISA LAGI MENGGUNAKAN WHATSHAP.padahal jarang pakek wa.dikit2 gangguan,dikit2 ngebug",1
kenapa tema WhatsAppku gabisa diganti kayak punya yang lain 😡😡,1
MANTUL Mantap Betul,5
mantap,5
berguna,5
Bagus,5
WhatsApp TDK lagi begitu bagus Karna muda di hack oleh orang yang TDK dikenal,1
Halo min kenapa akun saya tiba tiba ke ban?,2
bagus,5
"Coba WA beri fitur arsip story seperti di IG, pasti nyaman dapat melihat kenangan",3
Top lh,5
"baru download wa ini gabisa download file, padahal di wa bisnis bisa bisa aja",2
Mau minta kode verifikasi susah banget,1
"Pelayanan bagus tapi saya sulit untuk verifikasi nomor IM3 saya, jadi tidak bisa aktifasi",5
Aplikasi yang banyak di gunakan ini sangat membantu sekali,5
Kenapa nomor telepon saya spam lagi,5
Pembaruan ini sangat mengecewakan.,3
"pas mau update eh malah gbisa trus ini mau di download lagi gabisa katanya ga dibolehin pake wa ini dulu, ini gmn ya min lgi bingung nih mikirin data yg ada disitu",2
Good,5
Sangat membantu,1
Bagus sekali,5
Aku suka,5
👍,1
Good,5
Ga lelet sinyal nya,5
terbaik,5
Bgus,5
mantap,4
dikit-dikit ke ban,1
Jago juga ni aplikasi,5
"Sekarang story wa ambruladul, tidak seperti dulu. Kalo dulu yang di atas story yang terbaru. Kalo sekarang acak acakan. Enak kaya dulu. Tolong di kembalikan seperti dulu lagi",1
Pas menginstal kenapa lama dan HP sy jg ngelag tolong diperbaiki ya,4
baik,4
Bagus,5
bguss skrng tema cht bisa di ubah warna,4
Jelek banger iuhhh,1
kok punya saya gak ada tema pink ya? padahal udah di update aneh bgt,4
jelek tambah gak ada meta Al nyah lagi suka patah patah lagi harap segera di perbaiki wa nyh,1
Menjalin persatuan dan kesatuan,5
jaringan lalot ko gitu ya..? apa bisa ditingkatkan,4
"Tolong dong team WhatsApp,,jangan asal blokir/spam aja,,liat apa cek isi postingan sy,,ini sy buat jualan makanan tidak ada maksud apa apa cuma buat jualan aja boss.. Sering banget kena spam di jam 11 siang hampir 1 Minggu sekali.. Sekali lagi minta tolong,,tolong buka lagi spamnya biar nomer sy aktif kembali..",1
Tiap hari bisa 2 sampai 3 kali kena spam,1
"Mohon untuk pihak What'sApp untuk memperbaiki sistemnya,karna nomor saya tidak melakukan spam terhadap orang lain,tapi nomor saya kena bend ( spam ),jadi mohon sistem WhatsApp diperbaiki lagi agar tidak asal bend nomor orang",1
OK,4
meta good apk the best pokok y,5
Buat wa susah amat,5
Pahalll ku xda lagu tokk ehhh,5
Bangus tapi banyak up nya gak sih,5
"Semenjak ada meta, aplikasi WhatsApp jadi error Dari yg tidak notifikasi nada pesan, tidak bisa cek info grub, dll. Kenapa ya makin kesini makin lebih banyak bug bukannya makin bagus Saya sebagai pengguna merasa kecewa dengan perkembangan WhatsApp yg makin lama makin banyak bug Mohon untuk segera di perbaiki",1
sangat berguna,5
"semenjak di update banyak bug yang terjadi yaitu saat membuka video yang dikirim,muncul notifikasi pop up dengan tulisan ""media tidak dapat ditemukan"" udah jelas jelas pas di awal bisa dibuka videonya, tolonglah untuk di Rekaya kembali karena bug ini sangat menggangu",2
Tampilan baru kurang bagus.,2
Sangat baguus,3
Sangat membantuuu aeakil,5
Ok,5
Bagus,5
"Bagus tapi kena wa saya sering ke banned, maka saya juga tidak melakukan pelangaran😓😓",3
Bagus bgt tapi blm ada bubble chat,5
Okesi,5
Tbtb pesan gak terkirim muter terus padahal wifi kenceng data ada tetep gkbisa harus di uninstall duluuu hhhhhh,4
Busett dah.. nyadangin wa 400mb aja 1 jam gak kelar woyy.. padahal internet kenceng banget.,2
